gene,delta
CCL5,-0.0006405812734393002
CCNA1,2.6016590257027516e-05
CCNA2,0.010904177138606252
CCNB1,0.0017933411667170884
CCNB1IP1,0.002226099413418503
CCND1,-0.002943210882546954
CCND2,0.002698297914701442
CCND3,-0.003595577791024873
CCNE1,0.0020737311057715258
CCNE2,-0.004561394621895143
CCNF,-0.0012370807754483182
CCNG1,0.007515365914115946
CCNG2,0.0019313483408250343
CCNJL,0.001226567699732839
CCNO,-0.0007592746368319525
CCNYL1,-0.00038739501902346207
CCPG1,-6.85734754535261e-08
CCR1,0.0027678940403109697
CCR10,0.0016371525344388016
CCR4,-0.003218949354035716
CCR7,0.0004411533929643552
CD109,0.0014200094594289947
CD14,-0.0042558089444360014
CD151,0.0014211074340831353
CD163L1,0.0029331605297518992
CD180,-0.0009725521746499766
CD19,0.0001537274450063575
CD200,0.0004079327980777703
CD22,0.0011645549608751415
CD247,-0.0025467460366880856
CD27,-0.0025615055338413795
CD274,-0.002494035101728409
CD276,0.004407725262621731
CD28,0.0018484463038004884
CD2AP,-0.0003476622947091168
CD302,0.005576978904323904
CD320,0.0027480992943983984
CD33,0.0009976329747433677
CD34,0.00026529436724531674
CD36,-0.0053516202316512
CD37,-0.0015373094167749901
CD38,-0.002846761820356647
CD3D,0.007816299099506097
CD3E,-0.002400373199486938
CD3G,-0.0025857193126986866
CD40,0.004963926764138427
CD44,0.007871329470253319
CD46,0.0029023993872713816
CD47,0.004897885775041577
CD48,0.0003154300460307402
CD5,0.0014819335824212687
CD52,0.0023714522068851718
CD53,-0.005057863211387126
CD55,-0.007051282537584469
CD58,3.529120601308833e-08
CD59,0.002225402842070956
CD6,0.003131989329350382
CD63,0.0007640117629347798
CD68,0.0030357605898158613
CD69,-0.0010464907794759393
CD7,-0.00336476406365277
CD70,-0.003982954548664874
CD72,0.0032854802731110966
CD74,-0.00436400877467058
CD79A,0.0011506002314967678
CD81,0.00496926703866607
CD82,-0.001759350226274048
CD83,0.0013366226932046144
CD86,-0.0011685722215063477
CD9,0.0004772868299001698
CD93,-0.0021527962413822044
CD96,0.0018851323022801014
CD99,-0.0007748511312820061
CD99L2,-0.0015130472160702624
CDA,0.002334729323025253
CDC14B,-0.005159816036319265
CDC20,-0.0048304748702661104
CDC25A,-0.00012078798926812295
CDC25B,-0.0003761804041158001
CDC42BPA,-0.0006434945801844227
CDC42BPB,-0.0009906613998725833
CDC42BPG,0.002239653349060289
